date,min,max,pm25,q1,q3,stdev,count
2020-06-05T00:00:00.000Z,0.37,9.6,1.1,0.75,4.9,2.501,463
2020-06-06T00:00:00.000Z,0.5,5.95,1.25,0.9,1.77,1.088,493
2020-06-07T00:00:00.000Z,0.73,12,2.31,1.6,5.2,2.214,542
2020-06-08T00:00:00.000Z,0.45,20.3,1.87,1.35,4.25,4.103,534
2020-06-09T00:00:00.000Z,0.77,15.55,2.47,1.58,4.55,2.855,496
2020-06-10T00:00:00.000Z,0.5,9.44,1.89,1.17,2.47,1.664,514
2020-06-11T00:00:00.000Z,0.43,2.47,0.98,0.8,1.17,0.323,551
2020-06-12T00:00:00.000Z,0.98,9.07,4.82,3.78,6.05,1.803,559
2020-06-13T00:00:00.000Z,1,15.27,4.19,1.8,9.19,4.091,538
2020-06-14T00:00:00.000Z,0.4,3.72,1.4,1.02,2.46,0.871,345
2020-06-15T00:00:00.000Z,0.7,5.05,1.45,1.05,2.2,0.901,568
2020-06-16T00:00:00.000Z,1.33,5.87,2.4,2,3.45,0.947,575
2020-06-17T00:00:00.000Z,2,13.52,5.3,4,7.34,2.907,209
2020-06-19T00:00:00.000Z,2.58,17.32,11.89,5.05,13.17,4.291,256
2020-06-20T00:00:00.000Z,3.7,15.38,7.43,5.12,10.01,2.763,584
2020-06-21T00:00:00.000Z,4,16.67,7.37,5.94,10.48,2.979,584
2020-06-22T00:00:00.000Z,0.37,20.83,1.9,1.2,6.18,5.029,557
2020-06-23T00:00:00.000Z,1.2,6.8,2.37,1.98,2.8,0.675,574
2020-06-24T00:00:00.000Z,1.3,9.98,2.6,2.1,3.47,1.423,589
2020-06-25T00:00:00.000Z,0.8,13.98,2.65,1.6,3.96,2.612,569
2020-06-26T00:00:00.000Z,1.73,8.8,4.07,2.92,5.87,1.908,570
2020-06-27T00:00:00.000Z,1.6,8.75,2.83,2.15,5.85,2.186,521
2020-06-28T00:00:00.000Z,1.2,22.62,3.5,2.41,13.63,6.606,461
2020-06-29T00:00:00.000Z,0.56,4.25,1.52,1.2,1.9,0.519,483
2020-06-30T00:00:00.000Z,1.35,7.28,2.37,2.02,3.08,1.272,468
2020-07-01T00:00:00.000Z,0.9,16.35,2.36,1.6,3.08,2.248,458
2020-07-02T00:00:00.000Z,0.62,11.02,1.45,1.12,3.28,2.83,454
2020-07-03T00:00:00.000Z,0.3,14.02,1.2,0.8,1.76,1.113,473
2020-07-04T00:00:00.000Z,0.43,14.87,4.55,2.63,6.18,2.891,500
2020-07-05T00:00:00.000Z,0.75,5.43,2,1.52,2.54,0.903,474
2020-07-06T00:00:00.000Z,0.6,3.53,1.67,1.3,2.12,0.54,281
2020-07-07T00:00:00.000Z,0.77,4.59,1.77,1.45,2.15,0.504,446
2020-07-08T00:00:00.000Z,0.4,3.12,1,0.8,1.4,0.42,443
2020-07-09T00:00:00.000Z,0.62,2.8,1.24,1,1.6,0.388,474
2020-07-10T00:00:00.000Z,0.6,10.25,1.66,1.3,2.04,1.04,454
2020-07-11T00:00:00.000Z,0.4,3.33,1.23,0.93,1.75,0.57,346
2020-07-12T00:00:00.000Z,0.5,5.07,1.52,1.1,2.29,0.822,442
2020-07-13T00:00:00.000Z,0.62,3.95,1.42,1.17,1.83,0.68,423
